Geneid	Gr11.bam	Gr12.bam	Gr13.bam	Gr31.bam	Gr32.bam	Gr33.bam
LOC123329159	0	0	0	0	0	0
LOC123329158	3	0	0	0	0	0
PTPRT	62	4	2	12	0	24
LOC123329160	0	0	0	0	0	0
TRNAE-CUC_40	0	0	0	0	0	0
LOC112578704	2	0	0	0	0	0
LOC123329161	2	0	0	0	0	0
LOC102404200	0	0	0	0	0	0
LOC123329162	0	0	0	0	0	0
TRNAG-CCC_146	0	0	0	0	0	0
CHD6	789	473	488	994	318	1601
EMILIN3	2	0	0	3	0	3
LPIN3	104	86	68	86	45	144
ZHX3	156	179	85	136	33	221
LOC123329165	0	0	0	0	0	0
LOC112578707	2	0	1	8	4	8
PLCG1	509	298	255	431	77	742
LOC102401106	29	7	45	42	29	56
LOC112578994	1	0	0	0	2	0
TOP1	2153	1928	2109	1859	545	3146
LOC112578995	5	0	5	2	0	2
LOC112578985	14	3	5	5	0	7
TRNAW-CCA_107	0	0	0	0	0	0
MAFB	137	60	49	442	580	327
LOC112578708	0	0	0	0	0	0
LOC112578989	0	0	0	0	0	0
TRNAF-GAA_29	0	0	0	0	0	0
LOC123329166	0	0	0	0	0	0
TRNAR-GCG_8	0	0	0	0	0	0
DHX35	212	134	239	99	70	114
LOC112578968	2	1	3	0	0	0
FAM83D	203	142	133	2	0	2
PPP1R16B	148	38	30	107	18	225
ACTR5	269	304	235	62	33	80
SLC32A1	0	0	0	0	0	0
ADIG	0	0	0	2	4	0
RALGAPB	2182	1721	2062	764	379	1229
LOC102416515	12	17	31	8	7	10
LOC102389189	68	39	51	22	17	27
LOC112579004	35	17	24	517	777	231
LOC112579006	0	0	1	0	0	0
LOC102415752	47	31	22	30	40	17
LOC112579003	154	301	162	1041	1755	348
LOC112579005	114	138	91	201	251	127
LOC102394430	10	4	17	23	11	24
LOC123464879	4	0	8	0	0	2
LBP	0	1	0	0	0	2
BPI	0	0	0	14	34	7
KIAA1755	8	4	0	48	13	77
LOC112578987	0	0	0	0	0	0
TGM2	1383	428	1203	7395	3623	11193
LOC112578714	12	0	22	41	37	59
LOC123329067	0	2	0	0	0	0
RPRD1B	380	255	217	210	123	259
TTI1	187	152	99	58	44	85
LOC112578715	0	0	3	0	0	0
VSTM2L	0	0	0	4	6	3
CTNNBL1	318	321	243	216	164	316
LOC102412666	351	452	293	214	149	267
NNAT	43	18	23	9	5	11
LOC102412332	99	22	154	52	39	62
SRC	1218	1564	995	239	170	320
LOC102409918	7	6	10	8	4	8
MANBAL	160	261	68	82	51	119
GHRH	0	0	0	0	2	0
RPN2	3173	3697	2247	989	626	1366
LOC112578947	2	0	1	6	8	2
MROH8	10	0	10	0	0	0
LOC123329170	1	0	0	0	0	0
RBL1	771	696	656	80	74	106
LOC102406878	4	0	2	0	0	0
SAMHD1	178	175	179	63	65	52
TLDC2	91	38	35	1	2	1
TRNAE-UUC_120	0	3	2	0	0	0
SOGA1	409	189	116	248	142	344
TRNAG-UCC_103	0	0	0	0	0	0
LOC112578719	0	0	1	3	1	4
DSN1	259	241	272	46	45	47
NDRG3	2003	1968	2013	104	94	124
SLA2	59	18	83	3	10	2
RAB5IF	324	369	190	108	167	105
LOC123329173	2	0	1	0	0	1
TGIF2	231	144	111	63	18	99
LOC102390935	15	1	13	6	2	14
LOC123329172	5	0	6	6	0	6
MYL9	487	698	237	1173	108	2247
DLGAP4	367	356	162	340	192	538
AAR2	135	135	77	46	31	60
EPB41L1	1708	1766	1073	275	272	280
TRNAG-CCC_147	0	0	2	0	0	0
TRNAC-GCA_176	0	0	2	0	0	0
CNBD2	0	0	0	4	2	4
SCAND1	123	133	40	71	60	79
PHF20	1080	710	1242	533	367	758
LOC123329175	0	0	0	2	0	2
RBM39	3098	2257	3516	2483	1482	3417
ROMO1	172	216	88	279	414	184
NFS1	175	172	144	99	95	120
LOC102411911	2170	1516	1834	922	603	1182
SPAG4	19	7	6	5	7	5
LOC102394519	263	61	6	8	14	6
ERGIC3	654	673	373	668	632	710
C14H20orf173	0	0	0	0	0	0
LOC102393882	0	0	0	0	0	0
CEP250	332	179	309	122	54	199
TRNAM-CAU_27	0	0	0	0	0	0
GDF5	0	0	0	6	0	8
LOC102415829	248	220	167	164	142	133
LOC123329176	3	0	13	0	0	0
LOC123329177	0	0	2	1	0	3
FAM83C	184	158	87	135	76	152
LOC123329178	22	23	22	28	25	28
EIF6	225	232	151	419	355	472
MMP24OS	28	21	18	31	37	31
MMP24	10	4	5	18	14	20
TRNAG-CCC_148	0	0	0	0	0	0
PROCR	22	6	16	74	94	54
LOC123329179	0	0	0	0	0	0
TRNAC-ACA_150	0	0	0	0	0	0
EDEM2	571	631	535	319	372	251
LOC102396422	2126	2344	1591	404	253	534
MYH7B	37	6	24	25	10	41
GSS	210	149	206	39	26	48
ACSS2	116	148	103	23	17	49
GGT7	47	54	80	2	5	2
NCOA6	2068	1512	1895	553	302	724
TP53INP2	168	163	97	228	78	398
LOC102392477	3	0	2	2	1	4
PIGU	319	362	207	87	90	69
MAP1LC3A	132	135	53	144	102	200
LOC123464881	4	0	4	1	0	5
DYNLRB1	333	359	157	297	232	333
ITCH	2210	2114	2518	938	641	1205
LOC112578732	0	0	0	0	0	0
LOC112578733	0	0	0	0	0	0
AHCY	1200	1680	780	296	255	386
LOC102390258	1	25	13	2	0	2
LOC112578981	0	0	0	0	0	0
LOC112579002	0	0	0	0	0	0
LOC123329180	2	2	0	0	0	0
EIF2S2	1307	1505	1236	756	684	794
LOC102411041	2	2	8	3	3	7
RALY	1122	1139	673	692	420	857
LOC123329181	93	20	130	31	49	36
LOC123329182	2	0	4	4	4	3
CHMP4B	1167	1155	816	1214	1075	1433
ZNF341	185	119	161	72	36	108
TRNAG-GCC_44	0	0	1	0	0	0
PXMP4	293	454	234	52	23	75
E2F1	117	143	71	2	2	4
NECAB3	6	4	4	6	11	4
ACTL10	0	0	2	2	0	2
C14H20orf144	0	0	0	0	0	0
CBFA2T2	305	160	174	76	44	106
TRNAC-GCA_177	0	0	1	1	2	1
SNTA1	68	51	43	19	12	15
LOC123464888	48	10	60	7	6	9
CDK5RAP1	170	135	157	88	81	87
LOC123464863	0	0	0	0	0	0
LOC102391405	0	0	4	0	0	0
BPIFB1	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0
BPIFA3	0	0	1	0	0	0
LOC123464872	2	6	0	0	0	0
LOC102409433	0	0	0	0	0	0
LOC102409112	6	5	8	0	0	0
LOC123464873	0	3	0	0	0	0
LOC112578737	0	0	0	0	0	0
BPIFB4	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0
BPIFB2	0	10	0	0	0	0
SUN5	0	0	0	0	0	0
TRNAK-UUU_29	0	0	0	0	0	0
EFCAB8	0	0	0	0	0	0
MAPRE1	1413	1577	1101	892	647	1096
DNMT3B	983	1524	1033	18	4	30
COMMD7	391	518	205	192	213	219
LOC112578741	0	2	0	0	0	0
NOL4L	236	101	53	210	87	313
ASXL1	774	407	533	479	189	780
LOC112578927	11	0	26	8	0	10
TRNAE-UUC_121	0	0	0	0	0	0
KIF3B	238	169	195	154	90	250
POFUT1	472	378	250	363	203	469
PLAGL2	368	341	258	145	145	151
TM9SF4	1180	1296	793	507	243	747
HCK	67	82	69	66	68	48
CCM2L	52	10	22	56	0	106
XKR7	27	2	19	0	0	0
PDRG1	221	179	124	74	51	105
TTLL9	2	0	0	3	3	4
DUSP15	103	22	43	0	0	4
LOC102392020	2	4	0	7	3	9
TRNAC-ACA_151	0	0	0	0	0	0
FOXS1	8	13	2	16	2	39
LOC123329183	0	0	0	1	2	3
MYLK2	0	0	0	1	0	1
TRNAG-GCC_45	0	0	0	0	0	0
TPX2	1108	908	1145	54	42	74
BCL2L1	461	332	244	1422	863	1843
LOC102389794	2	2	4	12	8	7
LOC123329184	29	18	18	15	11	18
LOC123329185	0	0	0	7	11	0
ID1	118	95	41	51	16	80
LOC102411738	0	2	0	4	2	2
HM13	1105	1383	828	332	188	500
TRNAA-CGC_8	0	0	0	0	0	0
REM1	18	2	0	17	2	25
DEFB124	0	0	0	0	0	0
LOC123329068	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
TRNAE-UUC_122	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
LOC102413260	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0
LOC102410677	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0
C14H20orf96	10	2	5	4	2	2
ZCCHC3	303	275	193	148	81	221
SOX12	186	55	35	30	23	28
NRSN2	0	0	0	0	0	0
TRIB3	110	244	88	24	31	20
RBCK1	244	210	173	123	88	139
TBC1D20	468	450	459	251	173	284
CSNK2A1	1245	1100	935	584	435	731
LOC112578751	65	32	139	15	7	23
LOC112578750	0	0	0	0	0	0
TCF15	0	0	0	0	0	0
LOC123329187	0	0	0	0	0	0
SRXN1	235	195	133	612	783	340
LOC112578752	0	1	0	0	0	0
SCRT2	0	0	0	0	0	0
SLC52A3	138	135	356	6	6	6
FAM110A	42	22	20	12	16	17
ANGPT4	48	6	12	238	4	454
LOC112578754	0	0	1	0	0	0
RSPO4	8	2	0	0	0	0
PSMF1	409	408	173	190	149	255
TMEM74B	0	2	0	2	2	2
C14H20orf202	0	0	0	0	0	2
LOC102389713	0	58	0	0	0	0
RAD21L1	0	7	0	4	0	6
SNPH	0	2	0	12	2	20
SDCBP2	58	47	43	12	14	0
FKBP1A	1206	1438	645	889	740	861
NSFL1C	777	743	706	387	357	435
SIRPB2	4	0	4	16	38	0
LOC102394624	0	0	0	0	0	0
LOC123329069	0	0	0	0	0	0
MC3R	6	0	0	4	0	6
FAM210B	598	714	482	1565	891	2259
AURKA	251	322	226	8	10	15
CSTF1	423	360	285	142	111	182
CASS4	6	0	4	8	10	15
RTF2	351	335	231	338	336	350
LOC102397261	25	5	41	13	5	17
LOC123329188	3	0	7	0	0	1
FAM209A	2	1	4	0	0	0
TFAP2C	1127	1506	1024	95	6	177
TRNAY-AUA_29	0	0	0	0	0	0
BMP7	743	1026	491	203	234	203
LOC123329189	17	6	61	6	8	0
LOC112578762	0	0	0	0	0	0
SPO11	0	4	4	0	0	0
RAE1	279	262	224	160	115	199
RBM38	216	211	118	97	100	81
CTCFL	4	0	5	1	0	1
PCK1	0	2	0	0	0	0
ZBP1	0	0	0	7	3	4
PMEPA1	180	91	74	773	498	946
LOC102405033	0	0	0	2	4	0
LOC112578914	0	0	0	0	0	0
C14H20orf85	0	0	0	0	0	0
ANKRD60	0	0	0	0	0	0
LOC102391382	49	18	74	28	23	25
RAB22A	343	288	189	405	383	443
VAPB	615	651	349	355	234	493
APCDD1L	1	2	2	2	0	2
STX16	553	356	489	226	132	329
LOC123329190	1	2	9	3	1	3
NPEPL1	157	145	63	163	83	249
LOC102408370	22	2	14	99	4	181
LOC112577614	291	58	120	870	14	1734
GNAS	9947	7828	3430	7802	3589	12002
LOC123329193	7	1	12	64	0	126
LOC123329191	0	0	4	31	0	54
LOC102411993	104	31	77	478	4	953
LOC123329192	21	0	8	6	2	10
NELFCD	460	457	316	255	172	290
CTSZ	4523	6207	2842	625	740	543
TUBB1	8	10	2	10	5	20
LOC123329194	2	0	0	0	0	2
ATP5F1E	463	847	238	478	621	341
PRELID3B	307	404	309	187	193	198
ZNF831	0	0	0	0	4	0
EDN3	4	0	2	24	14	28
PHACTR3	6	12	0	1	2	3
LOC123329195	0	0	0	0	0	0
SYCP2	8	2	6	30	49	10
PPP1R3D	112	64	52	140	59	203
FAM217B	20	9	6	10	8	14
LOC123329196	0	0	0	0	0	0
CDH26	0	0	0	467	481	406
LOC123329072	0	0	2	0	0	0
CDH4	0	0	3	2	0	6
TRNAW-CCA_108	0	0	0	0	0	0
TAF4	402	289	344	220	129	278
LOC112578768	2	0	3	8	8	2
LSM14B	412	320	229	192	120	303
PSMA7	991	1256	714	573	500	628
SS18L1	127	113	94	29	22	47
MTG2	40	42	60	21	17	26
HRH3	0	0	0	0	0	0
OSBPL2	560	662	344	406	206	533
ADRM1	440	473	285	220	174	254
LAMA5	5412	6110	3435	2999	1511	4453
LOC123329052	10	4	8	2	0	4
RPS21	1021	1408	612	1235	1695	650
CABLES2	168	126	105	76	61	99
RBBP8NL	84	65	44	54	32	46
GATA5	17	0	8	0	0	2
SLCO4A1	117	354	87	51	24	121
NTSR1	0	0	0	0	0	0
LOC123464892	98	103	92	41	47	48
OGFR	156	205	97	141	107	184
COL9A3	170	8	4	39	5	70
TCFL5	39	12	28	19	7	31
DIDO1	1170	774	853	365	287	554
GID8	275	303	169	188	135	266
LOC112578770	1	2	0	2	2	0
SLC17A9	86	58	17	40	28	39
BHLHE23	0	0	0	0	0	0
YTHDF1	322	322	165	181	102	295
BIRC7	0	0	2	0	0	0
LOC123329050	0	0	0	0	0	0
ARFGAP1	184	218	106	147	88	160
COL20A1	0	0	0	0	0	1
CHRNA4	0	0	0	0	0	0
KCNQ2	0	0	0	2	0	2
EEF1A2	0	0	0	0	0	0
PPDPF	197	283	120	450	297	619
PTK6	2	13	8	21	21	15
SRMS	0	0	0	4	4	2
FNDC11	0	0	0	0	2	0
GMEB2	368	222	379	176	125	261
STMN3	0	0	0	2	0	2
RTEL1	332	267	337	160	91	264
TNFRSF6B	14	8	6	406	133	770
ARFRP1	205	255	121	354	330	386
ZGPAT	201	276	150	250	182	315
LIME1	2	2	0	82	96	61
SLC2A4RG	97	161	48	227	212	223
ZBTB46	33	51	18	49	17	57
ABHD16B	16	2	4	12	3	22
TPD52L2	513	443	353	798	628	920
LOC123329051	35	11	30	27	17	27
DNAJC5	1002	999	658	334	238	425
UCKL1	179	124	148	123	67	165
ZNF512B	684	422	353	126	71	200
SAMD10	6	12	10	6	0	10
PRPF6	600	632	571	364	226	542
LOC112578993	4	0	2	0	0	0
C14H20orf204	4	2	8	4	4	2
SOX18	63	28	12	14	2	21
TCEA2	26	18	8	76	39	86
RGS19	30	30	8	30	30	28
OPRL1	37	13	24	5	6	3
LKAAEAR1	1	0	0	0	0	0
NPBWR2	0	0	0	0	0	0
LOC112578977	0	0	0	0	0	0
MYT1	0	0	0	0	0	0
LOC112578777	0	0	0	0	0	0
PCMTD2	1016	934	1118	425	234	580
LOC112578778	36	6	60	11	4	17
LOC102398089	260	205	206	14	12	16
TRNAE-UUC_123	2	0	5	0	0	0
LOC123329074	0	0	4	0	0	0
LOC102396916	9	16	18	17	11	10
LOC102408791	10	6	9	18	30	16
TRNAC-ACA_152	0	0	0	0	0	0
LOC102400666	0	0	0	0	0	0
SIRPA	438	239	274	235	257	329
LOC123464896	24	19	20	29	42	27
PDYN	6	4	2	8	2	10
STK35	689	479	471	146	91	231
LOC102408014	90	76	56	50	36	76
LOC112579010	0	0	0	0	0	0
TGM3	186	436	266	4	6	0
TGM6	0	0	0	4	4	0
SNRPB	644	652	297	451	376	543
TMC2	5	0	1	0	0	0
TRNAE-UUC_124	0	0	0	0	0	0
NOP56	973	981	865	436	474	397
LOC112578964	20	10	21	10	12	0
LOC112578948	0	0	0	4	8	0
LOC112578961	26	23	32	14	12	8
LOC112578938	1	2	8	0	0	0
LOC112578937	36	36	37	21	16	16
IDH3B	508	535	327	326	332	364
EBF4	98	151	31	37	24	58
CPXM1	268	342	80	218	79	382
C14H20orf141	0	0	2	0	0	0
TMEM239	0	0	0	0	0	0
LOC123329198	0	0	1	0	0	0
PCED1A	46	53	39	27	11	39
VPS16	377	353	347	303	206	390
PTPRA	944	981	1002	868	561	1236
LOC112578950	0	2	2	1	1	0
LOC112578939	2	2	9	8	6	6
LOC102408995	2	0	0	20	16	12
MRPS26	91	170	67	50	47	55
OXT	0	0	0	0	0	0
LOC102411187	0	2	2	2	0	2
LOC123329199	0	2	0	0	0	0
UBOX5	104	80	53	47	33	45
FASTKD5	172	197	113	75	102	76
LZTS3	182	215	160	146	120	157
DDRGK1	265	294	224	173	175	193
ITPA	112	156	89	121	138	120
SLC4A11	73	103	135	7	5	18
DNAAF9	643	427	644	391	233	447
LOC123329201	0	0	0	0	0	0
LOC123329200	0	0	0	0	0	0
ATRN	2903	3346	2596	891	344	1480
LOC102414194	50	26	128	13	1	18
GFRA4	2	0	0	0	0	2
ADAM33	15	10	8	442	132	790
LOC123329202	0	0	0	11	4	16
SIGLEC1	153	111	45	90	112	65
HSPA12B	179	130	107	49	33	83
C14H20orf27	725	1053	635	53	33	58
SPEF1	16	10	18	14	15	14
CENPB	515	632	356	460	209	684
CDC25B	204	333	203	44	29	46
AP5S1	72	85	80	24	10	32
MAVS	491	478	506	129	85	199
PANK2	264	246	254	188	219	192
RNF24	77	30	20	120	77	157
SMOX	238	181	246	128	71	187
ADRA1D	0	0	0	0	0	2
TRNAC-ACA_153	0	0	0	0	0	0
HAO1	0	0	0	0	0	0
TRNAW-CCA_109	0	0	0	0	0	1
LOC123329075	0	0	0	0	0	0
LOC112578783	14	3	26	2	0	2
BMP2	394	262	317	60	8	101
TRNAC-GCA_178	0	0	0	0	0	0
FERMT1	852	516	642	66	82	93
LOC123329203	0	0	0	0	0	0
LRRN4	4	2	0	0	0	0
CRLS1	234	258	225	118	145	85
MCM8	201	158	301	56	37	70
TRMT6	327	315	223	97	96	122
CHGB	2	0	0	0	0	0
SHLD1	32	33	55	12	14	16
LOC123329204	0	0	0	0	0	0
LOC123329205	0	0	2	0	1	0
GPCPD1	708	692	778	634	727	470
PROKR2	12	0	4	20	24	4
CDS2	640	487	487	659	304	972
LOC112578943	2	6	2	2	2	3
PCNA	559	661	436	191	179	183
TMEM230	280	194	189	199	175	226
TRNAE-UUC_125	0	0	0	0	0	0
LOC123329206	0	0	0	0	0	0
SLC23A2	506	415	532	143	148	131
LOC112578978	0	0	0	0	0	0
TRNAW-CCA_110	0	0	1	2	2	0
RASSF2	98	26	14	53	62	48
LOC112578917	0	0	0	0	0	0
PRND	21	14	18	4	0	6
LOC102412748	378	404	209	662	402	940
ZMYND11	651	474	500	615	299	905
DIP2C	563	337	352	466	195	731
LOC112579007	0	0	0	0	0	0
LOC102403257	41	75	50	62	85	49
LOC112578986	1	0	0	2	0	2
LARP4B	1715	1314	1477	626	352	913
LOC123329077	0	0	0	0	0	0
GTPBP4	654	520	523	383	343	515
IDI1	326	473	247	186	182	249
LOC112578889	2	0	6	0	0	1
WDR37	414	296	263	255	167	298
ADARB2	0	0	1	0	0	0
LOC123329078	0	0	0	0	0	0
LOC102400860	55	28	235	18	4	29
LOC102400527	1765	1755	1448	448	80	848
PITRM1	313	277	198	229	196	281
LOC123329079	0	0	0	0	0	0
KLF6	2982	2431	2761	6548	2458	10734
LOC123464897	4	0	0	1	2	1
LOC123329208	0	0	0	0	2	0
LOC102389993	48	10	29	47	73	54
LOC123329209	0	0	0	4	10	0
LOC112577774	10	13	7	32	101	20
LOC123329210	0	0	0	0	0	0
LOC102389759	0	2	0	11	17	4
LOC123329211	0	0	0	0	0	0
LOC123329212	0	0	0	0	0	0
LOC102394989	214	230	126	175	168	209
AKR1E2	40	20	46	36	45	28
LOC102415234	0	0	0	0	0	0
LOC102395293	0	6	2	0	0	0
LOC102395635	10	9	13	0	0	0
LOC102395957	0	0	0	0	0	0
LOC102389138	0	16	0	0	0	0
LOC102396460	0	5	0	0	0	0
LOC102396772	4	37	5	89	130	46
TRNAC-ACA_154	0	0	0	0	0	0
LOC123329100	0	0	6	0	0	0
LOC102398476	0	0	0	0	0	0
LOC102399119	0	0	0	0	2	0
LOC102400645	0	0	0	0	0	0
LOC102399987	0	0	0	0	0	0
LOC123464898	0	0	0	0	0	0
LOC102416534	0	0	0	0	0	0
LOC102404780	2	0	0	0	0	0
TRNAC-ACA_155	0	0	0	0	0	0
UCN3	0	0	0	0	0	0
TUBAL3	2	2	8	0	0	0
NET1	5359	4753	5656	1654	1017	2288
LOC123329214	34	28	4	2	4	0
TRNAW-CCA_111	0	0	0	0	0	0
LOC102405655	625	1033	371	140	170	96
ASB13	18	41	12	2	0	6
TASOR2	1239	769	1138	648	457	902
GDI2	4439	4922	3862	1540	1058	2007
ANKRD16	64	101	39	31	4	40
LOC112578798	39	62	70	22	8	43
LOC123329216	1	2	0	2	2	0
ABHD12	726	747	426	332	242	448
TRNAG-ACC_6	2	0	0	0	0	0
PYGB	361	283	251	177	104	279
ENTPD6	146	150	96	41	30	47
LOC123329217	2	0	0	0	0	0
VSX1	0	0	0	0	0	0
LOC112578799	0	0	0	0	0	0
ACSS1	463	262	427	60	62	56
LOC102404011	1310	1332	1067	386	167	578
CST7	3	0	1	2	2	0
LOC123329218	0	0	0	0	0	0
LOC123464899	0	0	4	4	6	0
SYNDIG1	4	0	0	0	2	0
TRNAC-ACA_156	0	0	0	0	0	0
TRNAG-CCC_149	0	0	0	0	0	0
LOC102403789	13193	24970	9496	3151	1751	4607
LOC102413397	2	141	4	0	0	0
LOC102413710	0	0	0	0	0	0
LOC102404455	0	0	0	0	0	0
LOC102404775	0	0	0	0	0	0
LOC102405097	6	4	4	0	0	0
CST11	0	0	0	0	0	0
CSTL1	0	4	2	0	0	0
NAPB	207	108	257	173	113	233
GZF1	318	248	251	285	180	383
NXT1	77	85	34	51	61	38
CD93	514	147	158	294	0	563
THBD	180	16	76	437	539	341
LOC112578998	0	0	0	0	0	0
FOXA2	14	18	0	0	0	0
LOC112578803	0	0	0	0	0	0
LOC123329081	0	0	1	0	0	0
PAX1	0	0	0	0	0	0
NKX2-2	0	0	0	2	0	2
LOC123329082	0	0	0	0	0	0
LOC123329219	0	0	0	0	0	0
NKX2-4	0	0	0	0	0	0
XRN2	1123	956	1103	524	320	668
KIZ	59	64	63	56	45	93
LOC112579011	0	0	0	0	0	0
LOC102401197	2	2	2	0	0	2
RALGAPA2	2477	909	2536	311	201	379
INSM1	0	0	0	0	0	0
CFAP61	0	0	0	0	0	2
CRNKL1	417	404	345	413	326	515
NAA20	133	168	118	262	268	245
LOC123329220	23	6	23	20	12	22
RIN2	404	367	180	979	487	1428
LOC102410852	6	1	4	18	12	19
LOC102395408	0	0	1	0	0	0
LOC102416327	0	0	0	0	0	2
SLC24A3	16	8	2	15	15	13
TRNAR-GCG_9	0	0	0	0	0	0
LOC112578809	2	2	0	0	0	0
LOC102415547	0	0	0	0	0	0
SCP2D1	4	0	6	2	2	6
DTD1	241	259	126	224	178	263
SEC23B	1460	1410	1168	604	446	788
RBBP9	134	90	97	28	16	33
POLR3F	176	149	106	174	197	127
DZANK1	17	16	15	45	15	64
LOC123329221	2	0	4	4	0	6
LOC112578811	65	62	80	35	20	48
LOC112578812	6	0	0	3	3	0
LOC123329222	0	0	2	0	0	2
LOC102395100	62	34	36	27	7	52
KAT14	344	246	327	185	78	272
LOC102411715	63	29	78	60	37	54
LOC112578942	0	0	0	0	0	0
OVOL2	77	162	90	65	65	63
LOC123329223	14	6	24	8	6	2
MGME1	221	197	207	20	28	40
SNX5	1368	1376	1201	727	657	878
LOC112578956	1169	2210	2419	12599	24163	932
LOC112578813	2	2	0	2	0	2
LOC102409265	0	0	0	0	0	0
BANF2	0	0	0	0	0	0
LOC123464866	2	9	5	10	10	10
RRBP1	8693	8413	6125	2110	812	3499
DSTN	1285	2312	1223	3114	2867	3431
LOC102407015	0	0	0	0	0	0
BFSP1	53	45	41	4	0	8
LOC102405614	1	0	7	2	4	2
LOC102393484	1	0	0	2	2	4
PCSK2	2	0	0	0	0	2
LOC123329046	0	0	0	0	0	0
RAB18	887	1211	946	688	544	760
LOC112578920	1	0	2	2	2	0
MKX	215	180	439	41	0	85
ODAD2	28	12	38	20	23	26
LOC112578817	0	0	4	0	0	0
LOC102414362	0	0	11	0	0	0
MPP7	74	88	138	100	27	191
LOC123329083	0	0	0	2	2	0
LOC123329226	4	0	3	1	0	1
WAC	1097	976	976	779	441	1187
BAMBI	1690	1403	564	85	40	118
LOC123329227	0	0	0	0	0	0
LOC112578822	0	0	0	0	0	0
LOC102401702	0	0	0	0	0	0
LOC123329228	0	0	0	0	0	0
LOC102402031	0	0	0	2	0	4
LOC112578823	0	0	0	0	1	0
TRNAW-CCA_112	0	0	0	0	0	0
MAP3K8	17	29	15	397	197	588
LOC102400047	4	2	4	4	12	2
LOC102400269	223	261	186	169	127	199
JCAD	557	240	128	478	216	730
LOC123329084	0	0	0	0	0	0
LOC123329229	0	0	0	0	0	0
LOC123329230	0	0	0	0	0	0
LOC123329231	2	0	0	0	0	0
SVIL	3693	2517	2855	818	183	1516
LOC123329232	0	0	0	0	0	0
LOC123329086	0	0	0	0	0	0
ZNF438	44	36	24	29	26	45
LOC123329233	0	0	0	0	0	0
LOC123327507	4	2	2	2	0	4
LOC123329234	0	0	0	1	1	1
LOC102403501	24	2	8	40	14	50
ZEB1	489	281	142	577	353	802
LOC112578969	2	4	0	0	0	2
LOC102403713	2	0	3	13	10	13
LOC102405118	2	0	0	4	1	6
LOC123329235	0	0	0	0	0	0
LOC123329236	0	0	0	0	0	0
LOC123329237	2	0	0	0	0	0
ARHGAP12	901	944	917	829	633	992
TRNAG-CCC_150	4	0	5	0	0	0
LOC123329047	2	1	0	1	0	1
LOC123329238	0	0	0	0	0	2
LOC112578996	1	0	0	0	0	0
KIF5B	3820	3484	3919	2248	1304	3162
LOC123329239	0	0	0	0	0	0
LOC123329240	0	0	0	0	0	0
EPC1	625	398	571	379	233	515
NSUN6	188	165	303	152	143	130
CACNB2	114	28	124	141	16	260
LOC123329087	0	0	0	0	0	0
LOC123329241	0	0	0	0	0	0
LOC123329242	0	0	0	0	0	0
SLC39A12	4	6	0	12	10	10
MRC1	1032	813	780	1123	1507	733
TMEM236	8	0	9	4	8	0
STAM	572	425	558	413	267	556
LOC112578830	0	0	0	0	0	0
HACD1	10	23	7	33	51	27
ST8SIA6	0	6	0	0	0	0
TRNAF-GAA_30	0	0	0	0	0	0
VIM	6313	6388	2025	4076	2298	5950
TRDMT1	127	135	153	95	80	101
CUBN	55	36	34	10	0	28
LOC123464901	0	0	0	0	0	0
RSU1	541	702	564	418	248	598
TRNAE-UUC_126	2	0	2	0	0	0
C1QL3	22	14	15	4	0	9
PTER	90	106	109	30	19	34
LOC112578831	0	0	2	0	0	0
LOC123329244	0	0	0	0	0	0
MINDY3	322	525	373	261	270	239
ITGA8	281	60	72	103	65	153
LOC123329245	0	0	0	0	0	0
FAM171A1	212	88	42	116	23	196
NMT2	190	140	145	31	22	60
RPP38	67	48	46	35	40	52
LOC123329248	0	0	2	2	2	0
ACBD7	28	114	90	14	4	24
OLAH	4	10	8	2	2	0
LOC123329247	2	2	0	0	0	0
MEIG1	0	0	0	0	0	0
DCLRE1C	134	130	148	62	54	85
SUV39H2	139	135	108	41	41	53
HSPA14	752	589	706	458	370	466
LOC112579008	0	0	0	0	0	0
CDNF	15	4	1	6	8	4
FAM107B	756	1141	581	224	251	164
FRMD4A	327	258	183	157	28	309
LOC123329252	0	0	0	0	0	1
LOC123464902	6	0	2	11	0	24
LOC123329250	0	0	0	4	0	8
PRPF18	502	296	435	369	274	515
BEND7	44	16	12	167	58	231
LOC102396509	4	0	3	2	2	2
SEPHS1	292	258	220	138	82	178
PHYH	192	129	109	119	123	116
LOC102397569	2	0	0	0	0	0
MCM10	815	617	871	6	6	10
UCMA	0	0	5	0	0	0
OPTN	360	364	361	490	391	532
LOC123329253	6	0	2	2	0	3
TRNAW-CCA_113	0	0	0	0	0	0
TRNAY-GUA_46	0	0	0	0	0	0
LOC123329088	0	0	0	0	0	0
TRNAE-UUC_127	0	0	0	0	0	0
LOC123329089	0	0	0	0	0	0
LOC112578965	0	0	0	0	0	0
LOC112578837	0	0	0	0	0	0
FZD8	8	0	6	56	68	32
GJD4	0	0	0	0	0	0
GAD2	3	0	1	0	0	0
MYO3A	2	2	5	0	0	0
LOC102403020	2	2	0	0	0	0
